"","1","2","3","4","5","6"
"homolog",0,0,0,0,0,9.94025187741264e-06
"homologydirected",0,0,0,0,0,9.94025187741264e-06
"homolytic",0,0,0,0,0,9.94025187741264e-06
"homometathesis",0,0,0,0,0,9.94025187741264e-06
"homozygosity",0,0,0,0,0,9.94025187741264e-06
"homozygously",0,0,0,0,0,9.94025187741264e-06
"hon",0,0,0,0,0,1.98805037548253e-05
"honarfar",0,0,0,0,0,9.94025187741264e-06
"honcho",0,0,0,0,0,1.98805037548253e-05
"honemann",0,0,0,0,0,9.94025187741264e-06
"honeycombs",0,0,0,0,0,9.94025187741264e-06
"honnell",0,0,0,0,0,9.94025187741264e-06
"honscheid",0,0,0,0,0,9.94025187741264e-06
"hoogenboom",0,0,0,0,0,9.94025187741264e-06
"hoogland",0,0,0,0,0,9.94025187741264e-06
"hooker",0,0,0,0,0,9.94025187741264e-06
"hoon",0,0,0,0,0,9.94025187741264e-06
"hooning",0,0,0,0,0,9.94025187741264e-06
"hoover",0,0,0,0,0,9.94025187741264e-06
"hopeless",0,0,0,0,0,9.94025187741264e-06
"hopewell",0,0,0,0,0,9.94025187741264e-06
"hopfner",0,0,0,0,0,9.94025187741264e-06
"hopp",0,0,0,0,0,1.98805037548253e-05
"horapark",0,0,0,0,0,9.94025187741264e-06
"horbinski",0,0,0,0,0,9.94025187741264e-06
"hordeum",0,0,0,0,0,9.94025187741264e-06
"horesh",0,0,0,0,0,2.98207556322379e-05
"horey",0,0,0,0,0,9.94025187741264e-06
"horii",0,0,0,0,0,9.94025187741264e-06
"horizonte",0,0,0,0,0,9.94025187741264e-06
"hormadomaincontaining",0,0,0,0,0,9.94025187741264e-06
"hormonereceptor",0,0,0,0,0,9.94025187741264e-06
"hormonesecreting",0,0,0,0,0,9.94025187741264e-06
"hormoz",0,0,0,0,0,9.94025187741264e-06
"hornibrook",0,0,0,0,0,1.98805037548253e-05
"hornoch",0,0,0,0,0,9.94025187741264e-06
"hornschemeier",0,0,0,0,0,9.94025187741264e-06
"hornsveld",0,0,0,0,0,9.94025187741264e-06
"hornvon",0,0,0,0,0,9.94025187741264e-06
"hornyak",0,0,0,0,0,9.94025187741264e-06
"horrocks",0,0,0,0,0,9.94025187741264e-06
"horste",0,0,0,0,0,9.94025187741264e-06
"horswell",0,0,0,0,0,9.94025187741264e-06
"horvat",0,0,0,0,0,9.94025187741264e-06
"horváth",0,0,0,0,0,9.94025187741264e-06
"horácek",0,0,0,0,0,9.94025187741264e-06
"hosei",0,0,0,0,0,9.94025187741264e-06
"hoshina",0,0,0,0,0,9.94025187741264e-06
"hospitalario",0,0,0,0,0,9.94025187741264e-06
"hospitales",0,0,0,0,0,9.94025187741264e-06
"hospitals",0,0,0,0,0,0.000119283022528952
"hospitaluniversity",0,0,0,0,0,9.94025187741264e-06
"hossaini",0,0,0,0,0,9.94025187741264e-06
"hosseini",0,0,0,0,0,2.98207556322379e-05
"hosseinzadeh",0,0,0,0,0,1.98805037548253e-05
"hostassociated",0,0,0,0,0,9.94025187741264e-06
"hostderived",0,0,0,0,0,9.94025187741264e-06
"hostmicrobiota",0,0,0,0,0,9.94025187741264e-06
"hostvirus",0,0,0,0,0,9.94025187741264e-06
"hosy",0,0,0,0,0,9.94025187741264e-06
"hotamisligil",0,0,0,0,0,1.98805037548253e-05
"hotokezaka",0,0,0,0,0,9.94025187741264e-06
"houben",0,0,0,0,0,9.94025187741264e-06
"hough",0,0,0,0,0,9.94025187741264e-06
"houk",0,0,0,0,0,9.94025187741264e-06
"houle",0,0,0,0,0,9.94025187741264e-06
"hourglassshaped",0,0,0,0,0,9.94025187741264e-06
"household",0,0,0,0,0,9.94025187741264e-06
"houser",0,0,0,0,0,9.94025187741264e-06
"houses",0,0,0,0,0,1.98805037548253e-05
"housesize",0,0,0,0,0,9.94025187741264e-06
"hove",0,0,0,0,0,9.94025187741264e-06
"hovestadt",0,0,0,0,0,9.94025187741264e-06
"hoveyda",0,0,0,0,0,2.98207556322379e-05
"hovington",0,0,0,0,0,9.94025187741264e-06
"howald",0,0,0,0,0,3.97610075096505e-05
"howarth",0,0,0,0,0,9.94025187741264e-06
"howeverwhich",0,0,0,0,0,9.94025187741264e-06
"howitt",0,0,0,0,0,9.94025187741264e-06
"hoxhaj",0,0,0,0,0,1.98805037548253e-05
"hoyng",0,0,0,0,0,9.94025187741264e-06
"hoyos",0,0,0,0,0,1.98805037548253e-05
"hpa",0,0,0,0,0,1.98805037548253e-05
"hpe",0,0,0,0,0,9.94025187741264e-06
"hpgc",0,0,0,0,0,9.94025187741264e-06
"hpgcs",0,0,0,0,0,9.94025187741264e-06
"hps",0,0,0,0,0,4.97012593870632e-05
"hpscderived",0,0,0,0,0,9.94025187741264e-06
"hpscs",0,0,0,0,0,9.94025187741264e-06
"hpt",0,0,0,0,0,9.94025187741264e-06
"hpv",0,0,0,0,0,9.94025187741264e-06
"hpvnegative",0,0,0,0,0,9.94025187741264e-06
"hpvrelated",0,0,0,0,0,1.98805037548253e-05
"hpα",0,0,0,0,0,7.95220150193011e-05
"hras",0,0,0,0,0,9.94025187741264e-06
"hrd",0,0,0,0,0,0.000109342770651539
"hreibi",0,0,0,0,0,9.94025187741264e-06
"hrh",0,0,0,0,0,1.98805037548253e-05
"hrl",0,0,0,0,0,9.94025187741264e-06
"hron",0,0,0,0,0,9.94025187741264e-06
"hryckowian",0,0,0,0,0,9.94025187741264e-06
"hsiung",0,0,0,0,0,9.94025187741264e-06
"hsl",0,0,0,0,0,9.94025187741264e-06
"hspcs",0,0,0,0,0,3.97610075096505e-05
"hsps",0,0,0,0,0,9.94025187741264e-06
"hsrcoo",0,0,0,0,0,9.94025187741264e-06
"hsur",0,0,0,0,0,6.95817631418885e-05
"hsurs",0,0,0,0,0,2.98207556322379e-05
"hualien",0,0,0,0,0,9.94025187741264e-06
"huashan",0,0,0,0,0,9.94025187741264e-06
"huaxia",0,0,0,0,0,1.98805037548253e-05
"huazhong",0,0,0,0,0,1.98805037548253e-05
"hubbart",0,0,0,0,0,9.94025187741264e-06
"hubei",0,0,0,0,0,4.97012593870632e-05
"hubmann",0,0,0,0,0,9.94025187741264e-06
"hudait",0,0,0,0,0,9.94025187741264e-06
"huddling",0,0,0,0,0,9.94025187741264e-06
"hueber",0,0,0,0,0,9.94025187741264e-06
"hueckel",0,0,0,0,0,9.94025187741264e-06
"huelsenbeckdill",0,0,0,0,0,1.98805037548253e-05
"huelva",0,0,0,0,0,1.98805037548253e-05
"huerta",0,0,0,0,0,9.94025187741264e-06
"hueso",0,0,0,0,0,9.94025187741264e-06
"hueto",0,0,0,0,0,9.94025187741264e-06
"hugef",0,0,0,0,0,9.94025187741264e-06
"hugenholtz",0,0,0,0,0,9.94025187741264e-06
"hugo",0,0,0,0,0,9.94025187741264e-06
"huguenard",0,0,0,0,0,9.94025187741264e-06
"huh",0,0,0,0,0,1.98805037548253e-05
"hult",0,0,0,0,0,9.94025187741264e-06
"hultgren",0,0,0,0,0,9.94025187741264e-06
"hulth",0,0,0,0,0,9.94025187741264e-06
"hultman",0,0,0,0,0,1.98805037548253e-05
"hultqvist",0,0,0,0,0,9.94025187741264e-06
"humabs",0,0,0,0,0,9.94025187741264e-06
"humanenriched",0,0,0,0,0,9.94025187741264e-06
"humanic",0,0,0,0,0,9.94025187741264e-06
"humaninfective",0,0,0,0,0,1.98805037548253e-05
"humanitas",0,0,0,0,0,1.98805037548253e-05
"humanities",0,0,0,0,0,1.98805037548253e-05
"humanity",0,0,0,0,0,9.94025187741264e-06
"humanmade",0,0,0,0,0,9.94025187741264e-06
"humanmicrobiota",0,0,0,0,0,9.94025187741264e-06
"humanus",0,0,0,0,0,9.94025187741264e-06
"humanwildlife",0,0,0,0,0,9.94025187741264e-06
"humboldt",0,0,0,0,0,1.98805037548253e-05
"humboldtuniversitat",0,0,0,0,0,9.94025187741264e-06
"humboldtuniversität",0,0,0,0,0,1.98805037548253e-05
"hume",0,0,0,0,0,9.94025187741264e-06
"humeau",0,0,0,0,0,9.94025187741264e-06
"humour",0,0,0,0,0,9.94025187741264e-06
"humphreys",0,0,0,0,0,1.98805037548253e-05
"humphris",0,0,0,0,0,2.98207556322379e-05
"hunan",0,0,0,0,0,1.98805037548253e-05
"hundredgeneration",0,0,0,0,0,9.94025187741264e-06
"hunger",0,0,0,0,0,1.98805037548253e-05
"hungerlike",0,0,0,0,0,9.94025187741264e-06
"huntingford",0,0,0,0,0,9.94025187741264e-06
"huntingtin",0,0,0,0,0,2.98207556322379e-05
"huntzinger",0,0,0,0,0,9.94025187741264e-06
"hurricanedevelopment",0,0,0,0,0,9.94025187741264e-06
"hurtz",0,0,0,0,0,9.94025187741264e-06
"hurwitz",0,0,0,0,0,9.94025187741264e-06
"husa",0,0,0,0,0,1.98805037548253e-05
"husargatan",0,0,0,0,0,9.94025187741264e-06
"huser",0,0,0,0,0,9.94025187741264e-06
"hush",0,0,0,0,0,2.98207556322379e-05
"hussain",0,0,0,0,0,9.94025187741264e-06
"hutchisonmrc",0,0,0,0,0,9.94025187741264e-06
"huter",0,0,0,0,0,9.94025187741264e-06
"huterer",0,0,0,0,0,9.94025187741264e-06
"huttenhower",0,0,0,0,0,1.98805037548253e-05
"hutter",0,0,0,0,0,4.97012593870632e-05
"huttlin",0,0,0,0,0,9.94025187741264e-06
"huygenskamerlingh",0,0,0,0,0,9.94025187741264e-06
"huynh",0,0,0,0,0,1.98805037548253e-05
"huynhdinh",0,0,0,0,0,9.94025187741264e-06
"hveem",0,0,0,0,0,9.94025187741264e-06
"hwa",0,0,0,0,0,1.98805037548253e-05
"hwm",0,0,0,0,0,9.94025187741264e-06
"hyderabad",0,0,0,0,0,9.94025187741264e-06
"hydraulically",0,0,0,0,0,9.94025187741264e-06
"hydridic",0,0,0,0,0,9.94025187741264e-06
"hydrobiology",0,0,0,0,0,1.98805037548253e-05
"hydrocenoses",0,0,0,0,0,9.94025187741264e-06
"hydroclimate",0,0,0,0,0,9.94025187741264e-06
"hydroclimates",0,0,0,0,0,9.94025187741264e-06
"hydroeconomies",0,0,0,0,0,9.94025187741264e-06
"hydrogenases",0,0,0,0,0,9.94025187741264e-06
"hydrogenatom",0,0,0,0,0,9.94025187741264e-06
"hydrogenbond",0,0,0,0,0,9.94025187741264e-06
"hydrogenevolution",0,0,0,0,0,9.94025187741264e-06
"hydrology",0,0,0,0,0,4.97012593870632e-05
"hydroperoxidase",0,0,0,0,0,9.94025187741264e-06
"hydrophysical",0,0,0,0,0,9.94025187741264e-06
"hydropilic",0,0,0,0,0,9.94025187741264e-06
"hydropower",0,0,0,0,0,9.94025187741264e-06
"hydrospheric",0,0,0,0,0,1.98805037548253e-05
"hydrosystèmes",0,0,0,0,0,9.94025187741264e-06
"hydroxyglutarate",0,0,0,0,0,3.97610075096505e-05
"hygiene",0,0,0,0,0,2.98207556322379e-05
"hygroscopic",0,0,0,0,0,9.94025187741264e-06
"hylobatid",0,0,0,0,0,9.94025187741264e-06
"hylobatidlike",0,0,0,0,0,9.94025187741264e-06
"hylobatids",0,0,0,0,0,9.94025187741264e-06
"hymenocarina",0,0,0,0,0,9.94025187741264e-06
"hymenocarines",0,0,0,0,0,9.94025187741264e-06
"hymenoscyphus",0,0,0,0,0,9.94025187741264e-06
"hynds",0,0,0,0,0,9.94025187741264e-06
"hyolith",0,0,0,0,0,9.94025187741264e-06
"hyoliths",0,0,0,0,0,2.98207556322379e-05
"hyougo",0,0,0,0,0,9.94025187741264e-06
"hypacas",0,0,0,0,0,9.94025187741264e-06
"hyperaccurate",0,0,0,0,0,9.94025187741264e-06
"hyperactivating",0,0,0,0,0,9.94025187741264e-06
"hypercarnivory",0,0,0,0,0,9.94025187741264e-06
"hypereddington",0,0,0,0,0,9.94025187741264e-06
"hyperelongation",0,0,0,0,0,9.94025187741264e-06
"hyperexpansion",0,0,0,0,0,9.94025187741264e-06
"hyperons",0,0,0,0,0,9.94025187741264e-06
"hyperproliferative",0,0,0,0,0,9.94025187741264e-06
"hypocretin",0,0,0,0,0,1.98805037548253e-05
"hypocretindependent",0,0,0,0,0,9.94025187741264e-06
"hypothermia",0,0,0,0,0,9.94025187741264e-06
"hypothermic",0,0,0,0,0,9.94025187741264e-06
"hypoxaemia",0,0,0,0,0,3.97610075096505e-05
"hyvl",0,0,0,0,0,9.94025187741264e-06
"hägerling",0,0,0,0,0,9.94025187741264e-06
"häggström",0,0,0,0,0,9.94025187741264e-06
"hämatologieonkologie",0,0,0,0,0,9.94025187741264e-06
"härtelstrasse",0,0,0,0,0,9.94025187741264e-06
"håkansson",0,0,0,0,0,9.94025187741264e-06
"hémorragiques",0,0,0,0,0,9.94025187741264e-06
"hérault",0,0,0,0,0,9.94025187741264e-06
"höfer",0,0,0,0,0,9.94025187741264e-06
"hölderlinstraѽ",0,0,0,0,0,9.94025187741264e-06
"höller",0,0,0,0,0,9.94025187741264e-06
"hörler",0,0,0,0,0,9.94025187741264e-06
"hörmann",0,0,0,0,0,9.94025187741264e-06
"høeghguldbergs",0,0,0,0,0,9.94025187741264e-06
"hübner",0,0,0,0,0,9.94025187741264e-06
"hübschmann",0,0,0,0,0,9.94025187741264e-06
"hügel",0,0,0,0,0,3.97610075096505e-05
"hühne",0,0,0,0,0,9.94025187741264e-06
"hünnefeld",0,0,0,0,0,9.94025187741264e-06
"iaacsic",0,0,0,0,0,9.94025187741264e-06
"iac",0,0,0,0,0,1.98805037548253e-05
"iacaruso",0,0,0,0,0,9.94025187741264e-06
"iacocca",0,0,0,0,0,1.98805037548253e-05
"iaffaldano",0,0,0,0,0,9.94025187741264e-06
"iam",0,0,0,0,0,9.94025187741264e-06
"iapcnrs",0,0,0,0,0,9.94025187741264e-06
"iaquinta",0,0,0,0,0,9.94025187741264e-06
"iare",0,0,0,0,0,9.94025187741264e-06
"iavi",0,0,0,0,0,9.94025187741264e-06
"ibarz",0,0,0,0,0,9.94025187741264e-06
"ibaseta",0,0,0,0,0,9.94025187741264e-06
"ibd",0,0,0,0,0,9.94025187741264e-06
"ibec",0,0,0,0,0,9.94025187741264e-06
"ibens",0,0,0,0,0,9.94025187741264e-06
"ibi",0,0,0,0,0,9.94025187741264e-06
"ibis",0,0,0,0,0,1.98805037548253e-05
"ibmd",0,0,0,0,0,9.94025187741264e-06
"ibmm",0,0,0,0,0,9.94025187741264e-06
"ibrutinib",0,0,0,0,0,3.97610075096505e-05
"ibsal",0,0,0,0,0,9.94025187741264e-06
"ibáñez",0,0,0,0,0,9.94025187741264e-06
"ibáñezѽ",0,0,0,0,0,9.94025187741264e-06
"icahn",0,0,0,0,0,0.00018886478567084
"iceberg",0,0,0,0,0,2.98207556322379e-05
"icebergkeel",0,0,0,0,0,2.98207556322379e-05
"icebergrafted",0,0,0,0,0,9.94025187741264e-06
"icebergs",0,0,0,0,0,4.97012593870632e-05
"icecliff",0,0,0,0,0,2.98207556322379e-05
"icecube",0,0,0,0,0,1.98805037548253e-05
"icefree",0,0,0,0,0,7.95220150193011e-05
"icelanders",0,0,0,0,0,9.94025187741264e-06
"icelandic",0,0,0,0,0,9.94025187741264e-06
"icemass",0,0,0,0,0,9.94025187741264e-06
"iceproximal",0,0,0,0,0,9.94025187741264e-06
"icerafted",0,0,0,0,0,9.94025187741264e-06
"iceshelf",0,0,0,0,0,3.97610075096505e-05
"icfothe",0,0,0,0,0,9.94025187741264e-06
"icg",0,0,0,0,0,9.94025187741264e-06
"ichan",0,0,0,0,0,1.98805037548253e-05
"ichii",0,0,0,0,0,9.94025187741264e-06
"ichinohe",0,0,0,0,0,9.94025187741264e-06
"icimod",0,0,0,0,0,9.94025187741264e-06
"icinnetherlands",0,0,0,0,0,1.98805037548253e-05
"iciq",0,0,0,0,0,9.94025187741264e-06
"icm",0,0,0,0,0,5.96415112644758e-05
"icmlike",0,0,0,0,0,9.94025187741264e-06
"icms",0,0,0,0,0,2.98207556322379e-05
"ico",0,0,0,0,0,2.98207556322379e-05
"icos",0,0,0,0,0,9.94025187741264e-06
"icosl",0,0,0,0,0,9.94025187741264e-06
"icoslg",0,0,0,0,0,9.94025187741264e-06
"icr",0,0,0,0,0,9.94025187741264e-06
"icranetpescara",0,0,0,0,0,9.94025187741264e-06
"icreainstitució",0,0,0,0,0,1.98805037548253e-05
"icrs",0,0,0,0,0,9.94025187741264e-06
"idaho",0,0,0,0,0,1.98805037548253e-05
"idaroberstein",0,0,0,0,0,9.94025187741264e-06
"idel",0,0,0,0,0,9.94025187741264e-06
"idelalisib",0,0,0,0,0,2.98207556322379e-05
"identifier",0,0,0,0,0,9.94025187741264e-06
"identifiers",0,0,0,0,0,1.98805037548253e-05
"idh",0,0,0,0,0,9.94025187741264e-06
"idhmut",0,0,0,0,0,2.98207556322379e-05
"idhmutlike",0,0,0,0,0,9.94025187741264e-06
"idhwttetwt",0,0,0,0,0,1.98805037548253e-05
"idhwttetwtbcathigh",0,0,0,0,0,9.94025187741264e-06
"idibaps",0,0,0,0,0,1.98805037548253e-05
"idibell",0,0,0,0,0,1.98805037548253e-05
"idis",0,0,0,0,0,9.94025187741264e-06
"idissc",0,0,0,0,0,9.94025187741264e-06
"idiv",0,0,0,0,0,9.94025187741264e-06
"idries",0,0,0,0,0,9.94025187741264e-06
"idrijo",0,0,0,0,0,9.94025187741264e-06
"idrisoglu",0,0,0,0,0,1.98805037548253e-05
"ieu",0,0,0,0,0,9.94025187741264e-06
"iexosomes",0,0,0,0,0,2.98207556322379e-05
"ifakara",0,0,0,0,0,9.94025187741264e-06
"ifb",0,0,0,0,0,9.94025187741264e-06
"ifndriven",0,0,0,0,0,9.94025187741264e-06
"ifnreceptor",0,0,0,0,0,9.94025187741264e-06
"ifnγ",0,0,0,0,0,7.95220150193011e-05
"ifnγgfp",0,0,0,0,0,9.94025187741264e-06
"ifnγinduced",0,0,0,0,0,2.98207556322379e-05
"ifnγmediated",0,0,0,0,0,9.94025187741264e-06
"ifo",0,0,0,0,0,9.94025187741264e-06
"ifrane",0,0,0,0,0,9.94025187741264e-06
"ifsttar",0,0,0,0,0,9.94025187741264e-06
"ifw",0,0,0,0,0,9.94025187741264e-06
"igaki",0,0,0,0,0,9.94025187741264e-06
"igamediated",0,0,0,0,0,1.98805037548253e-05
"igb",0,0,0,0,0,9.94025187741264e-06
"igfbp",0,0,0,0,0,9.94025187741264e-06
"igisu",0,0,0,0,0,9.94025187741264e-06
"iglesias",0,0,0,0,0,9.94025187741264e-06
"iglesiasmarzoa",0,0,0,0,0,9.94025187741264e-06
"ign",0,0,0,0,0,9.94025187741264e-06
"ignite",0,0,0,0,0,9.94025187741264e-06
"ignores",0,0,0,0,0,9.94025187741264e-06
"igo",0,0,0,0,0,9.94025187741264e-06
"ihg",0,0,0,0,0,9.94025187741264e-06
"ihh",0,0,0,0,0,2.98207556322379e-05
"ihuman",0,0,0,0,0,2.98207556322379e-05
"iiass",0,0,0,0,0,9.94025187741264e-06
"iicsb",0,0,0,0,0,9.94025187741264e-06
"iirad",0,0,0,0,0,9.94025187741264e-06
"iithrough",0,0,0,0,0,9.94025187741264e-06
"iiv",0,0,0,0,0,9.94025187741264e-06
"iizuka",0,0,0,0,0,9.94025187741264e-06
"ijm",0,0,0,0,0,9.94025187741264e-06
"ikerbasque",0,0,0,0,0,1.98805037548253e-05
"ikram",0,0,0,0,0,9.94025187741264e-06
"ilc",0,0,0,0,0,4.97012593870632e-05
"ilcautonomous",0,0,0,0,0,9.94025187741264e-06
"ilcdriven",0,0,0,0,0,1.98805037548253e-05
"ilcs",0,0,0,0,0,0.000168984281916015
"iles",0,0,0,0,0,2.98207556322379e-05
"ilescellderived",0,0,0,0,0,9.94025187741264e-06
"ilescelllike",0,0,0,0,0,9.94025187741264e-06
"ilhéus",0,0,0,0,0,9.94025187741264e-06
"ilhéusitabuna",0,0,0,0,0,9.94025187741264e-06
"ilic",0,0,0,0,0,1.98805037548253e-05
"illegal",0,0,0,0,0,9.94025187741264e-06
"illumina",0,0,0,0,0,2.98207556322379e-05
"ilmediated",0,0,0,0,0,9.94025187741264e-06
"ilrrelated",0,0,0,0,0,9.94025187741264e-06
"ilsbio",0,0,0,0,0,9.94025187741264e-06
"ilstatsocs",0,0,0,0,0,9.94025187741264e-06
"ilık",0,0,0,0,0,9.94025187741264e-06
"ilα",0,0,0,0,0,9.94025187741264e-06
"imagebased",0,0,0,0,0,9.94025187741264e-06
"imagestabilization",0,0,0,0,0,9.94025187741264e-06
"imagestwo",0,0,0,0,0,9.94025187741264e-06
"imaginggenomics",0,0,0,0,0,9.94025187741264e-06
"imakaev",0,0,0,0,0,9.94025187741264e-06
"imarisio",0,0,0,0,0,9.94025187741264e-06
"imatinibresistant",0,0,0,0,0,9.94025187741264e-06
"imbeault",0,0,0,0,0,9.94025187741264e-06
"imbivconicet",0,0,0,0,0,9.94025187741264e-06
"imbusch",0,0,0,0,0,9.94025187741264e-06
"imcceobservatoire",0,0,0,0,0,9.94025187741264e-06
"imec",0,0,0,0,0,9.94025187741264e-06
"imim",0,0,0,0,0,1.98805037548253e-05
"iminiumenamine",0,0,0,0,0,9.94025187741264e-06
"immerzeel",0,0,0,0,0,9.94025187741264e-06
"immuneinducible",0,0,0,0,0,9.94025187741264e-06
"immunestimulatory",0,0,0,0,0,9.94025187741264e-06
"immunesuppressive",0,0,0,0,0,9.94025187741264e-06
"immunis",0,0,0,0,0,9.94025187741264e-06
"immunoediting",0,0,0,0,0,9.94025187741264e-06
"immunogenomics",0,0,0,0,0,1.98805037548253e-05
"immunogens",0,0,0,0,0,1.98805037548253e-05
"immunoglobulinaproducing",0,0,0,0,0,9.94025187741264e-06
"immunoglobulincrippled",0,0,0,0,0,9.94025187741264e-06
"immunoglobulinderived",0,0,0,0,0,9.94025187741264e-06
"immunointervention",0,0,0,0,0,9.94025187741264e-06
"immunologic",0,0,0,0,0,3.97610075096505e-05
"immunometabolic",0,0,0,0,0,9.94025187741264e-06
"immunooncology",0,0,0,0,0,2.98207556322379e-05
"immunopathology",0,0,0,0,0,2.98207556322379e-05
"immunophenotypically",0,0,0,0,0,9.94025187741264e-06
"immunoprofiling",0,0,0,0,0,9.94025187741264e-06
"immunos",0,0,0,0,0,1.98805037548253e-05
"immunotherapeutics",0,0,0,0,0,2.98207556322379e-05
"immunotherapies",0,0,0,0,0,8.94622668967137e-05
"immutable",0,0,0,0,0,9.94025187741264e-06
"impactejected",0,0,0,0,0,9.94025187741264e-06
"impacting",0,0,0,0,0,9.94025187741264e-06
"impactors",0,0,0,0,0,1.98805037548253e-05
"impaireda",0,0,0,0,0,9.94025187741264e-06
"impedance",0,0,0,0,0,1.98805037548253e-05
"impedes",0,0,0,0,0,5.96415112644758e-05
"impediment",0,0,0,0,0,9.94025187741264e-06
"impeding",0,0,0,0,0,1.98805037548253e-05
"implant",0,0,0,0,0,9.94025187741264e-06
"implantable",0,0,0,0,0,1.98805037548253e-05
"implausible",0,0,0,0,0,9.94025187741264e-06
"imprs",0,0,0,0,0,9.94025187741264e-06
"imran",0,0,0,0,0,9.94025187741264e-06
"imt",0,0,0,0,0,1.98805037548253e-05
"imtidad",0,0,0,0,0,9.94025187741264e-06
"imunofarmacologia",0,0,0,0,0,9.94025187741264e-06
"imunologia",0,0,0,0,0,9.94025187741264e-06
"inaccuracy",0,0,0,0,0,9.94025187741264e-06
"inaccurate",0,0,0,0,0,1.98805037548253e-05
"inafastronomical",0,0,0,0,0,9.94025187741264e-06
"inafcatania",0,0,0,0,0,9.94025187741264e-06
"inafistituto",0,0,0,0,0,9.94025187741264e-06
"inafobservatory",0,0,0,0,0,9.94025187741264e-06
"inafosservatorio",0,0,0,0,0,3.97610075096505e-05
"inagaki",0,0,0,0,0,9.94025187741264e-06
"inageku",0,0,0,0,0,9.94025187741264e-06
"inano",0,0,0,0,0,9.94025187741264e-06
"incarnato",0,0,0,0,0,9.94025187741264e-06
"incerta",0,0,0,0,0,4.97012593870632e-05
"incertae",0,0,0,0,0,9.94025187741264e-06
"incheon",0,0,0,0,0,9.94025187741264e-06
"incompleteness",0,0,0,0,0,9.94025187741264e-06
"incompressible",0,0,0,0,0,9.94025187741264e-06
"inconel",0,0,0,0,0,9.94025187741264e-06
"incrystal",0,0,0,0,0,9.94025187741264e-06
"incubator",0,0,0,0,0,1.98805037548253e-05
"incumbency",0,0,0,0,0,9.94025187741264e-06
"incursions",0,0,0,0,0,1.98805037548253e-05
"incus",0,0,0,0,0,9.94025187741264e-06
"indels",0,0,0,0,0,1.98805037548253e-05
"indiacen",0,0,0,0,0,9.94025187741264e-06
"indies",0,0,0,0,0,9.94025187741264e-06
"individualized",0,0,0,0,0,2.98207556322379e-05
"individualnucleotideresolution",0,0,0,0,0,9.94025187741264e-06
"indolent",0,0,0,0,0,9.94025187741264e-06
"indonesian",0,0,0,0,0,9.94025187741264e-06
"indopacific",0,0,0,0,0,1.98805037548253e-05
"indus",0,0,0,0,0,9.94025187741264e-06
"industriesis",0,0,0,0,0,9.94025187741264e-06
"ine",0,0,0,0,0,9.94025187741264e-06
"inexperienced",0,0,0,0,0,9.94025187741264e-06
"inf",0,0,0,0,0,9.94025187741264e-06
"infarct",0,0,0,0,0,9.94025187741264e-06
"infectieuses",0,0,0,0,0,2.98207556322379e-05
"infiqcconicet",0,0,0,0,0,9.94025187741264e-06
"inflammasomeactivated",0,0,0,0,0,9.94025187741264e-06
"inflammasomedriven",0,0,0,0,0,9.94025187741264e-06
"inflammationdriven",0,0,0,0,0,9.94025187741264e-06
"inflammationrelated",0,0,0,0,0,9.94025187741264e-06
"inflatedtraits",0,0,0,0,0,9.94025187741264e-06
"inflationinduced",0,0,0,0,0,9.94025187741264e-06
"inflection",0,0,0,0,0,9.94025187741264e-06
"inflight",0,0,0,0,0,9.94025187741264e-06
"inflow",0,0,0,0,0,9.94025187741264e-06
"influxes",0,0,0,0,0,9.94025187741264e-06
"infn",0,0,0,0,0,4.97012593870632e-05
"infnlaboratori",0,0,0,0,0,9.94025187741264e-06
"infntifpa",0,0,0,0,0,9.94025187741264e-06
"informatik",0,0,0,0,0,9.94025187741264e-06
"infraredsensitized",0,0,0,0,0,9.94025187741264e-06
"infrastructure",0,0,0,0,0,9.94025187741264e-06
"infusions",0,0,0,0,0,9.94025187741264e-06
"ingalls",0,0,0,0,0,9.94025187741264e-06
"ingressing",0,0,0,0,0,1.98805037548253e-05
"ingénierie",0,0,0,0,0,9.94025187741264e-06
"inhabitants",0,0,0,0,0,9.94025187741264e-06
"inin",0,0,0,0,0,9.94025187741264e-06
"initialization",0,0,0,0,0,9.94025187741264e-06
"initialmass",0,0,0,0,0,9.94025187741264e-06
"initiatives",0,0,0,0,0,3.97610075096505e-05
"injectable",0,0,0,0,0,9.94025187741264e-06
"injuryinduced",0,0,0,0,0,9.94025187741264e-06
"inkarf",0,0,0,0,0,9.94025187741264e-06
"inlandtocoastal",0,0,0,0,0,9.94025187741264e-06
"inmleibniz",0,0,0,0,0,9.94025187741264e-06
"innere",0,0,0,0,0,9.94025187741264e-06
"innes",0,0,0,0,0,4.97012593870632e-05
"innis",0,0,0,0,0,9.94025187741264e-06
"innrain",0,0,0,0,0,1.98805037548253e-05
"inopinata",0,0,0,0,0,1.98805037548253e-05
"inorganicorganic",0,0,0,0,0,9.94025187741264e-06
"inositoltrisphosphate",0,0,0,0,0,9.94025187741264e-06
"inovação",0,0,0,0,0,9.94025187741264e-06
"inovia",0,0,0,0,0,9.94025187741264e-06
"inp",0,0,0,0,0,9.94025187741264e-06
"inpa",0,0,0,0,0,9.94025187741264e-06
"inpe",0,0,0,0,0,9.94025187741264e-06
"inraensat",0,0,0,0,0,9.94025187741264e-06
"inraubp",0,0,0,0,0,9.94025187741264e-06
"inria",0,0,0,0,0,9.94025187741264e-06
